UF,CIDADE,BAIRRO
PE,BREJAO,FAZENDA GAMELEIRA - BREJA
PE,BREJAO,FAZENDA GRUTAO - BREJAO
PE,BREJAO,FAZENDA JACARE - BREJAO
PE,BREJAO,FAZENDA JENIPAPO - BREJAO
PE,BREJAO,FAZENDA JOAO PAULO - BREJ
PE,BREJAO,FAZENDA LADEIRA GRANDE -
PE,BREJAO,FAZENDA LAGOA DO ARROZ -
PE,BREJAO,FAZENDA LIRIO - BREJAO
PE,BREJAO,FAZENDA MACUCA - BREJAO
PE,BREJAO,FAZENDA MAMOEIRO - BREJAO
PE,BREJAO,FAZENDA MATARI - BREJAO
PE,BREJAO,FAZENDA MEDEIA - BREJAO
PE,BREJAO,FAZENDA MONTE SANTO
PE,BREJAO,FAZENDA NOSSA SENHORA MAR
PE,BREJAO,FAZENDA OLHO D RIBEIRO -
PE,BREJAO,FAZENDA OLHO DAGUA
PE,BREJAO,FAZENDA OLHO DAGUA - BREJ
PE,BREJAO,FAZENDA ORIENTE - BREJAO
PE,BREJAO,FAZENDA PANORAMA - BREJAO
PE,BREJAO,FAZENDA PAU FERRO - BREJA
PE,BREJAO,FAZENDA PINTADA - BREJAO
PE,BREJAO,FAZENDA PLANALTO - BREJAO
PE,BREJAO,FAZENDA POCO NOVILHO - BR
PE,BREJAO,FAZENDA PROVIDENCIA
PE,BREJAO,FAZENDA PROVIDENCIA - BRE
PE,BREJAO,FAZENDA REDENCAO - BREJAO
PE,BREJAO,FAZENDA REPARTICAO
PE,BREJAO,FAZENDA REPARTICAO - BREJ
PE,BREJAO,FAZENDA RIACHO SECO - BRE
PE,BREJAO,FAZENDA SAMBAIBA - BREJAO
PE,BREJAO,FAZENDA SANTA CECILIA - B
PE,BREJAO,FAZENDA SANTA ELIZABETE -
PE,BREJAO,FAZENDA SANTA RITA - BREJ
PE,BREJAO,FAZENDA SANTA TEREZINHA -
PE,BREJAO,FAZENDA SANTO ANTONIO - B
PE,BREJAO,FAZENDA SAO CARLOS - BREJ
PE,BREJAO,FAZENDA SAO FRANCISCO - B
PE,BREJAO,FAZENDA SAO JOAQUIM - BRE
PE,BREJAO,FAZENDA SAO JORGE
PE,BREJAO,FAZENDA SAO JORGE - BREJA
PE,BREJAO,FAZENDA SAO JOSE - BREJAO
PE,BREJAO,FAZENDA SERRA DE PEDRA -
PE,BREJAO,FAZENDA SERRA MORENA - BR
PE,BREJAO,FAZENDA SERRA VREDE - BRE
PE,BREJAO,FAZENDA SUCENA - BREJAO
PE,BREJAO,FAZENDA VISTA ALEGRE
PE,BREJAO,GARANHUNS
PE,BREJAO,GRANJA CANAA - BREJAO
PE,BREJAO,GRANJA SAO LOURENCO - BRE
PE,BREJAO,LOTEAMENTO AUZIRA RODRIGUES DA SILVA
PE,BREJAO,LOTTO JOSE CUSTODIO DAS NEVES
PE,BREJAO,RODOVIA PE 218 - BREJAO
PE,BREJAO,RURAL
PE,BREJAO,SITIO ABOBORA - BREJAO
PE,BREJAO,SITIO AGRESTE DO ALIVIO -
PE,BREJAO,SITIO AGRESTE DOS PIRES -
PE,BREJAO,SITIO AGRESTE DOS SOARES
PE,BREJAO,SITIO AGUA BRANCA - BREJA
PE,BREJAO,SITIO ALTO ALEGRE - BREJA
PE,BREJAO,SITIO ARANDU - BREJAO
PE,BREJAO,SITIO ASSUCENA - BREJAO
PE,BREJAO,SITIO BAIXA DA LAMA - BRE
PE,BREJAO,SITIO BAIXA DO IMBE - BRE
PE,BREJAO,SITIO BAIXINHA - BREJAO
PE,BREJAO,SITIO BANACIRAS - BREJAO
PE,BREJAO,SITIO BANANEIRAS - BREJAO
PE,BREJAO,SITIO BANDEIRA - BREJAO
PE,BREJAO,SITIO BARRA DO IMBE - BRE
PE,BREJAO,SITIO BARRAGEM BREJAO - B
PE,BREJAO,SITIO BARREIRAS - BREJAO
PE,BREJAO,SITIO BARREIROS - BREJAO
PE,BREJAO,SITIO BELA ALIANCA - BREJ
PE,BREJAO,SITIO BELA VISTA - BREJAO
PE,BREJAO,SITIO BOA SORTE - BREJAO
PE,BREJAO,SITIO BREJAO - BREJAO
PE,BREJAO,SITIO BREJINHO - BREJAO
PE,BREJAO,SITIO BREJO DOS PORCOS
PE,BREJAO,SITIO BREJO NOVO - BREJAO
PE,BREJAO,SITIO BREJO SECO - BREJAO
PE,BREJAO,SITIO CABACEIRAS - BREJAO
PE,BREJAO,SITIO CACHOEIRA DO BOM SE
PE,BREJAO,SITIO CACIMBA DO MEIO - B
PE,BREJAO,SITIO CAGADO - BREJAO
PE,BREJAO,SITIO CAIANA - BREJAO
PE,BREJAO,SITIO CAJAZEIRAS - BREJAO
PE,BREJAO,SITIO CAJUEIRO - BREJAO
PE,BREJAO,SITIO CALOETI - BREJAO
PE,BREJAO,SITIO CAMPO COMPRIDO - BR
PE,BREJAO,SITIO CAMPO SANTO - BREJA
PE,BREJAO,SITIO CAPIM - BREJAO
PE,BREJAO,SITIO CAPOEIRAS - BREJAO
PE,BREJAO,SITIO CARACOL - BREJAO
PE,BREJAO,SITIO CHORAO - BREJAO
PE,BREJAO,SITIO CIPRIANO - BREJAO
PE,BREJAO,SITIO COLONIA DA SERRA -
PE,BREJAO,SITIO CONCEICAO - BREJAO
PE,BREJAO,SITIO CURICA
PE,BREJAO,SITIO CURIQUINHA - BREJAO
PE,BREJAO,SITIO ESCORREGAO - BREJAO
PE,BREJAO,SITIO FREXEIRAS - BREJAO
PE,BREJAO,SITIO FUNDAO - BREJAO
PE,BREJAO,SITIO GAMELEIRA - BREJAO
PE,BREJAO,SITIO GRAVATA - BREJAO
PE,BREJAO,SITIO GRAVATAZINHO - BREJ
PE,BREJAO,SITIO GROTAO - BREJAO
PE,BREJAO,SITIO JACARE - BREJAO
PE,BREJAO,SITIO JACARE I - BREJAO
PE,BREJAO,SITIO JACARE II
PE,BREJAO,SITIO JACARE II - BREJAO
PE,BREJAO,SITIO JACARE III - BREJAO
PE,BREJAO,SITIO JENIPAPO DA ROCHA -
PE,BREJAO,SITIO JENIPAPO I - BREJAO
PE,BREJAO,SITIO JENIPAPO II - BREJAO
PE,BREJAO,SITIO JOAO XXIII - BREJAO
PE,BREJAO,SITIO LADEIRA GRANDE - BR
PE,BREJAO,SITIO LAGOA DAS ANTAS - B
PE,BREJAO,SITIO LAGOA DO ARROZ - BR
PE,BREJAO,SITIO LAGOA DO JENIPAPO -
PE,BREJAO,SITIO LAGOA SECA - BREJAO
PE,BREJAO,SITIO LAJES - BREJAO
PE,BREJAO,SITIO LIMEIRA - BREJAO
PE,BREJAO,SITIO LIRIO
PE,BREJAO,SITIO MACIEL - BREJAO
PE,BREJAO,SITIO MACUCA - BREJAO
PE,BREJAO,SITIO MAMOEIRO
PE,BREJAO,SITIO MAMOEIRO - BREJAO
PE,BREJAO,SITIO MAOZINHA - BREJAO
PE,BREJAO,SITIO MASSARANDUBA - BREJ
PE,BREJAO,SITIO MATA DO MEL - BREJA
PE,BREJAO,SITIO MATA DO SUL - BREJA
PE,BREJAO,SITIO MEDEIA - BREJAO
PE,BREJAO,SITIO MOREIRA - BREJAO
PE,BREJAO,SITIO NEGRINHO - BREJAO
PE,BREJAO,SITIO NOVO ORIENTE
PE,BREJAO,SITIO NOVO ORIENTE - BREJ
PE,BREJAO,SITIO OLHO DAGUA - BREJAO
PE,BREJAO,SITIO OLHO DAGUA DO RIBEI
PE,BREJAO,SITIO ONCA - BREJAO
PE,BREJAO,SITIO PAU FERRO - BREJAO
PE,BREJAO,SITIO PINTADA - BREJAO
PE,BREJAO,SITIO POCO COMPRIDO - BRE
PE,BREJAO,SITIO POCO DO NOVINHO - B
PE,BREJAO,SITIO POCOS - BREJAO
PE,BREJAO,SITIO RANCHO ALEGRE - BRE
PE,BREJAO,SITIO REDENCAO - BREJAO
PE,BREJAO,SITIO REPARTICAO - BREJAO
PE,BREJAO,SITIO REPARTICAO DO MEIO
PE,BREJAO,SITIO RIACHO SECO - BREJA
PE,BREJAO,SITIO SAMBAIBA - BREJAO
PE,BREJAO,SITIO SANTA JOANA - BREJA
PE,BREJAO,SITIO SANTA RITA - BREJAO
PE,BREJAO,SITIO SAO JOAQUIM - BREJA
PE,BREJAO,SITIO SAPUCAIA - BREJAO
PE,BREJAO,SITIO SAQUINHO
PE,BREJAO,SITIO SERRA DE PEDRA - BR
PE,BREJAO,SITIO SERRA MORENA
PE,BREJAO,SITIO SERRA VELHA - BREJA
PE,BREJAO,SITIO SERRA VERDE - BREJA
PE,BREJAO,SITIO SO DEUS E GRANDE -
PE,BREJAO,SITIO STA JOANA
PE,BREJAO,SITIO TATUACU - BREJAO
PE,BREJAO,SITIO TIMOTEO - BREJAO
PE,BREJAO,SITIO UNIAO - BREJAO
PE,BREJAO,SITIO VISTA ALEGRE - BREJ
PE,BREJAO,SITIO VOLTA GRANDE - BREJ
PE,BREJAO,STA. RITA
PE,BREJAO,VILA FERREIRA - BREJAO
PE,BREJAO,VILA STA. RITA
PE,BREJINHO,ALAGOINHA
PE,BREJINHO,ALTO DA CAPELA
PE,BREJINHO,AMBO
PE,BREJINHO,BOM JESUS
PE,BREJINHO,BREJINHO
PE,BREJINHO,BREJINHO - RURAL
PE,BREJINHO,BREJINHO (RUR)
PE,BREJINHO,CENTRO
PE,BREJINHO,COHAB
PE,BREJINHO,FATIMA
PE,BREJINHO,LAGOINHA
PE,BREJINHO,LOT. SAO SEBASTIAO
PE,BREJINHO,LOTTO ALTIPLANO
PE,BREJINHO,M M C ALTO DO COMERCIO
PE,BREJINHO,NOVO
PE,BREJINHO,PLACAS PIEDADE
PE,BREJINHO,RURAL
PE,BREJINHO,SAO JOAO
PE,BREJINHO,SAO JOSE DO EGITO
PE,BREJINHO,SAO SEBASTIAO
PE,BREJINHO,STO. ANTONIO
PE,BREJINHO,VILA AMBO
PE,BREJINHO,VILA COHAB
PE,BREJINHO,VILA MARIANO
PE,BREJINHO,VL. DE FATIMA
PE,BREJO DA MADRE DE DEUS,ACUDINHO
PE,BREJO DA MADRE DE DEUS,ALTO JO
PE,BREJO DA MADRE DE DEUS,ALTO RAPOSO
PE,BREJO DA MADRE DE DEUS,AMARO
PE,BREJO DA MADRE DE DEUS,ARARA
PE,BREJO DA MADRE DE DEUS,AVENCA
PE,BREJO DA MADRE DE DEUS,BAIRRO NOVO
PE,BREJO DA MADRE DE DEUS,BAIXINHA
PE,BREJO DA MADRE DE DEUS,BALANCA
PE,BREJO DA MADRE DE DEUS,BANDEIRAS
PE,BREJO DA MADRE DE DEUS,BARRA DE SANTANA
PE,BREJO DA MADRE DE DEUS,BARRA FARIAS
PE,BREJO DA MADRE DE DEUS,BARRA FARIAS (RUR)
PE,BREJO DA MADRE DE DEUS,BARRINHA
PE,BREJO DA MADRE DE DEUS,BEIRA RIO
PE,BREJO DA MADRE DE DEUS,BOA ESPERANCA
PE,BREJO DA MADRE DE DEUS,BOA VISTA
PE,BREJO DA MADRE DE DEUS,BREJO
PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS
PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS -
PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS (R
PE,BREJO DA MADRE DE DEUS,BREJO M DEUS
PE,BREJO DA MADRE DE DEUS,BREJO MADRE DE DEUS
PE,BREJO DA MADRE DE DEUS,CACHOEIRA DE MANDACAIA
PE,BREJO DA MADRE DE DEUS,CACIMBA DO PEDRO
PE,BREJO DA MADRE DE DEUS,CACIMBA DO PEDRO (RUR)
PE,BREJO DA MADRE DE DEUS,CACINBA PEDRO BAIXO
PE,BREJO DA MADRE DE DEUS,CALDEIRAO
PE,BREJO DA MADRE DE DEUS,CALDERAO
PE,BREJO DA MADRE DE DEUS,CAMBAO
PE,BREJO DA MADRE DE DEUS,CANECAO
PE,BREJO DA MADRE DE DEUS,CAPITAO CORDEIRO FALCAO
PE,BREJO DA MADRE DE DEUS,CATOLE
PE,BREJO DA MADRE DE DEUS,CATOLE (RUR)
PE,BREJO DA MADRE DE DEUS,CAVALO RUCO
PE,BREJO DA MADRE DE DEUS,CAVALO RUCO (RUR)
PE,BREJO DA MADRE DE DEUS,CAVALO RUSSO
PE,BREJO DA MADRE DE DEUS,CENTRO
PE,BREJO DA MADRE DE DEUS,COLONIA
PE,BREJO DA MADRE DE DEUS,COLUMBI
PE,BREJO DA MADRE DE DEUS,CONCEICAO
PE,BREJO DA MADRE DE DEUS,CUMBE
PE,BREJO DA MADRE DE DEUS,ESPERANCA
PE,BREJO DA MADRE DE DEUS,ESPERANCA II
PE,BREJO DA MADRE DE DEUS,ESTRAGO
PE,BREJO DA MADRE DE DEUS,ESTRAGO (RUR)
PE,BREJO DA MADRE DE DEUS,FAZENDA FURNAS
PE,BREJO DA MADRE DE DEUS,FAZENDA INGA
PE,BREJO DA MADRE DE DEUS,FAZENDA NOVA
PE,BREJO DA MADRE DE DEUS,FAZENDA SERROTE
PE,BREJO DA MADRE DE DEUS,FAZENDA URTIGA
PE,BREJO DA MADRE DE DEUS,FAZENDA VELHA
PE,BREJO DA MADRE DE DEUS,JARACATIA
PE,BREJO DA MADRE DE DEUS,JOANA SOARES
PE,BREJO DA MADRE DE DEUS,JOSE ANTONIO
PE,BREJO DA MADRE DE DEUS,JOSE CLAUDIO
PE,BREJO DA MADRE DE DEUS,JOSE MONTEIRO
PE,BREJO DA MADRE DE DEUS,JOSE MONTEIRO II
PE,BREJO DA MADRE DE DEUS,JUA (RUR)
PE,BREJO DA MADRE DE DEUS,LAGOA
PE,BREJO DA MADRE DE DEUS,LOGRADOURO
PE,BREJO DA MADRE DE DEUS,LOGRADOURO (RUR)
PE,BREJO DA MADRE DE DEUS,LOT BOA ESPERANCA
PE,BREJO DA MADRE DE DEUS,LOT BOM JESUS
PE,BREJO DA MADRE DE DEUS,LOT J MONTEIRO
PE,BREJO DA MADRE DE DEUS,LOT S SEBASTIAO
PE,BREJO DA MADRE DE DEUS,LOT SAO LUCAS
PE,BREJO DA MADRE DE DEUS,LOT. BOA ESPERANCA
PE,BREJO DA MADRE DE DEUS,LOT. GERSON
PE,BREJO DA MADRE DE DEUS,LOT. NOVA ESPERANCA
PE,BREJO DA MADRE DE DEUS,LOT. SAO DOMINGOS
PE,BREJO DA MADRE DE DEUS,LOT. ZE CLAUDIO
PE,BREJO DA MADRE DE DEUS,LOTTO JOAQUIM NETO
PE,BREJO DA MADRE DE DEUS,LOTTO SERRANO
PE,BREJO DA MADRE DE DEUS,LOTTO SOLAR DA PRATA
PE,BREJO DA MADRE DE DEUS,LOTTO VILLA SAO DOMINGOS
PE,BREJO DA MADRE DE DEUS,MAE RAINHA
PE,BREJO DA MADRE DE DEUS,MALAQUIAS
PE,BREJO DA MADRE DE DEUS,MANDASSAIA
PE,BREJO DA MADRE DE DEUS,MANDASSAIA - BREJO DA MAD
PE,BREJO DA MADRE DE DEUS,MANDASSAIA (RUR)
PE,BREJO DA MADRE DE DEUS,MARAJAS
PE,BREJO DA MADRE DE DEUS,MD. DE DEUS
PE,BREJO DA MADRE DE DEUS,MINOSO
PE,BREJO DA MADRE DE DEUS,NAVALHA
PE,BREJO DA MADRE DE DEUS,NOVA ESPERANCA
PE,BREJO DA MADRE DE DEUS,NOVA GALILEIA
PE,BREJO DA MADRE DE DEUS,NOVA OLINDA
PE,BREJO DA MADRE DE DEUS,NOVA SPERANCA
PE,BREJO DA MADRE DE DEUS,NOVA ZELANDIA
PE,BREJO DA MADRE DE DEUS,OITIS
PE,BREJO DA MADRE DE DEUS,OITIS (RUR)
PE,BREJO DA MADRE DE DEUS,OSCARZAO
PE,BREJO DA MADRE DE DEUS,PAO DE ACUCAR
PE,BREJO DA MADRE DE DEUS,PARQUE HOTEL
PE,BREJO DA MADRE DE DEUS,PE 145
PE,BREJO DA MADRE DE DEUS,POCO DANTAS
PE,BREJO DA MADRE DE DEUS,POVOADO SAO DOMINGOS
PE,BREJO DA MADRE DE DEUS,PRATA
PE,BREJO DA MADRE DE DEUS,QUATIS
PE,BREJO DA MADRE DE DEUS,QUATIS (RUR)
PE,BREJO DA MADRE DE DEUS,QUATIS DE FORA
PE,BREJO DA MADRE DE DEUS,RURAL
PE,BREJO DA MADRE DE DEUS,S PREGUICA
PE,BREJO DA MADRE DE DEUS,S SEBASTIAO
PE,BREJO DA MADRE DE DEUS,SAO DOMINGOS
PE,BREJO DA MADRE DE DEUS,SAO DOMINGOS II
PE,BREJO DA MADRE DE DEUS,SAO FRANCISCO
PE,BREJO DA MADRE DE DEUS,SAO JOSE
PE,BREJO DA MADRE DE DEUS,SAO LUCAS
PE,BREJO DA MADRE DE DEUS,SERRA RASA DE CIMA
PE,BREJO DA MADRE DE DEUS,SERRA RASA DE CIMA (RUR)
PE,BREJO DA MADRE DE DEUS,SIT. CALDEIRAO
PE,BREJO DA MADRE DE DEUS,SIT. COLONIA
PE,BREJO DA MADRE DE DEUS,SIT. LAGOA DE PEDRA - BRE
PE,BREJO DA MADRE DE DEUS,SITIO
PE,BREJO DA MADRE DE DEUS,SITIO ACUDINHO
PE,BREJO DA MADRE DE DEUS,SITIO ALMA
PE,BREJO DA MADRE DE DEUS,SITIO ALTO DO JO
PE,BREJO DA MADRE DE DEUS,SITIO ALTO DO RAPOSO
PE,BREJO DA MADRE DE DEUS,SITIO AMARO
PE,BREJO DA MADRE DE DEUS,SITIO ARARA
PE,BREJO DA MADRE DE DEUS,SITIO BAIXINHA
PE,BREJO DA MADRE DE DEUS,SITIO BAIXINHA (RUR)
PE,BREJO DA MADRE DE DEUS,SITIO BALANCA
PE,BREJO DA MADRE DE DEUS,SITIO BANDEIRA
PE,BREJO DA MADRE DE DEUS,SITIO BANDEIRAS
PE,BREJO DA MADRE DE DEUS,SITIO BARRA DE FARIAS
PE,BREJO DA MADRE DE DEUS,SITIO BARRA DO JUCA
PE,BREJO DA MADRE DE DEUS,SITIO BARRA DO JUCA - BRE
PE,BREJO DA MADRE DE DEUS,SITIO BARRA SANTANA
PE,BREJO DA MADRE DE DEUS,SITIO BARRINHA
PE,BREJO DA MADRE DE DEUS,SITIO BITURZINHO
PE,BREJO DA MADRE DE DEUS,SITIO BOI
PE,BREJO DA MADRE DE DEUS,SITIO BOM JESUS
PE,BREJO DA MADRE DE DEUS,SITIO CACIMBA
PE,BREJO DA MADRE DE DEUS,SITIO CACIMBA DO PEDRO
PE,BREJO DA MADRE DE DEUS,SITIO CACIMBA PEDRO
PE,BREJO DA MADRE DE DEUS,SITIO CACIMBA PEDRO BAIXO
PE,BREJO DA MADRE DE DEUS,SITIO CAIMBA PED
PE,BREJO DA MADRE DE DEUS,SITIO CAJUEIRO
PE,BREJO DA MADRE DE DEUS,SITIO CATOLE
PE,BREJO DA MADRE DE DEUS,SITIO CAVALO RUSSO
PE,BREJO DA MADRE DE DEUS,SITIO CONCEICAO
PE,BREJO DA MADRE DE DEUS,SITIO COUTO
PE,BREJO DA MADRE DE DEUS,SITIO DO CALDEIRAO
PE,BREJO DA MADRE DE DEUS,SITIO EMPOEIRA
PE,BREJO DA MADRE DE DEUS,SITIO ESPIRITO SANTO
PE,BREJO DA MADRE DE DEUS,SITIO ESTRAGO
PE,BREJO DA MADRE DE DEUS,SITIO ESTRAGO II
PE,BREJO DA MADRE DE DEUS,SITIO EXU
PE,BREJO DA MADRE DE DEUS,SITIO GENIPAPO
PE,BREJO DA MADRE DE DEUS,SITIO INGA - BREJO DA MAD
PE,BREJO DA MADRE DE DEUS,SITIO JARACATIA
PE,BREJO DA MADRE DE DEUS,SITIO JUA DE BAIXO
PE,BREJO DA MADRE DE DEUS,SITIO LAGOA
PE,BREJO DA MADRE DE DEUS,SITIO LAGOA DO ESTRAGO
PE,BREJO DA MADRE DE DEUS,SITIO LOGRADOURO - BREJO
PE,BREJO DA MADRE DE DEUS,SITIO MACACO - BREJO DA M
PE,BREJO DA MADRE DE DEUS,SITIO MANDACARU - BREJO D
PE,BREJO DA MADRE DE DEUS,SITIO MANDASSAIA
PE,BREJO DA MADRE DE DEUS,SITIO NAVALHA
PE,BREJO DA MADRE DE DEUS,SITIO OLHO DAGUA
PE,BREJO DA MADRE DE DEUS,SITIO OTIS
PE,BREJO DA MADRE DE DEUS,SITIO PALMEIRAS - BREJO D
PE,BREJO DA MADRE DE DEUS,SITIO PARADAS
PE,BREJO DA MADRE DE DEUS,SITIO PE DE SERRA
PE,BREJO DA MADRE DE DEUS,SITIO POCO DANTAS
PE,BREJO DA MADRE DE DEUS,SITIO POCO DO NE
PE,BREJO DA MADRE DE DEUS,SITIO POCO DO NE - BREJO
PE,BREJO DA MADRE DE DEUS,SITIO PRATA
PE,BREJO DA MADRE DE DEUS,SITIO PREGUICA
PE,BREJO DA MADRE DE DEUS,SITIO QUATIS
PE,BREJO DA MADRE DE DEUS,SITIO QUATIS DE DENTRO
PE,BREJO DA MADRE DE DEUS,SITIO QUATIS DE DENTRO -
PE,BREJO DA MADRE DE DEUS,SITIO RESENDE
PE,BREJO DA MADRE DE DEUS,SITIO RIACHO DO PEDRO
PE,BREJO DA MADRE DE DEUS,SITIO SALGADINHO
PE,BREJO DA MADRE DE DEUS,SITIO SANTANA - BREJO DA
PE,BREJO DA MADRE DE DEUS,SITIO SAO DOMINGOS - BREJ
PE,BREJO DA MADRE DE DEUS,SITIO SAO FRANCISCO
PE,BREJO DA MADRE DE DEUS,SITIO SAO GONCALO
PE,BREJO DA MADRE DE DEUS,SITIO SAO JOAO
PE,BREJO DA MADRE DE DEUS,SITIO SAO PEDRO
PE,BREJO DA MADRE DE DEUS,SITIO SERRA PRATA
PE,BREJO DA MADRE DE DEUS,SITIO SERRA RASA
PE,BREJO DA MADRE DE DEUS,SITIO SERRA RASA DE CIMA
PE,BREJO DA MADRE DE DEUS,SITIO SERROTE
PE,BREJO DA MADRE DE DEUS,SITIO STO. ANTONIO
PE,BREJO DA MADRE DE DEUS,SITIO STOS. REIS
PE,BREJO DA MADRE DE DEUS,SITIO TABOCA DE BAIXO
PE,BREJO DA MADRE DE DEUS,SITIO TABOCAS
PE,BREJO DA MADRE DE DEUS,SITIO TAMBOR DE BAIXO
PE,BREJO DA MADRE DE DEUS,SITIO TEIXEIRA
PE,BREJO DA MADRE DE DEUS,SITIO UMBUZEIRO
PE,BREJO DA MADRE DE DEUS,SITIO XEU
PE,BREJO DA MADRE DE DEUS,TABOCAS
PE,BREJO DA MADRE DE DEUS,TAMBOR
PE,BREJO DA MADRE DE DEUS,TAMBOR (RUR)
PE,BREJO DA MADRE DE DEUS,TAMBOR BAIXO
PE,BREJO DA MADRE DE DEUS,TAMBOR DE BAIXO
PE,BREJO DA MADRE DE DEUS,TEXEIRA
PE,BREJO DA MADRE DE DEUS,TREVO
PE,BREJO DA MADRE DE DEUS,TRN
PE,BREJO DA MADRE DE DEUS,VILA
PE,BREJO DA MADRE DE DEUS,VILA AUGUSTO
PE,BREJO DA MADRE DE DEUS,VILA BALANCA
PE,BREJO DA MADRE DE DEUS,VILA BANDEIRA
PE,BREJO DA MADRE DE DEUS,VILA BARRA FARIAS
PE,BREJO DA MADRE DE DEUS,VILA CACIMBA DO PEDRO
PE,BREJO DA MADRE DE DEUS,VILA CACIMBA DO PEDRO DE
PE,BREJO DA MADRE DE DEUS,VILA LOGRADOURO
PE,BREJO DA MADRE DE DEUS,VILA MANDASSAIA
PE,BREJO DA MADRE DE DEUS,VILA NOVA
PE,BREJO DA MADRE DE DEUS,VILA SAO DOMINGOS
PE,BREJO DA MADRE DE DEUS,VILA TAMBOR DE BAIXO
PE,BREJO DA MADRE DE DEUS,ZE MONTEIRO
PE,BUENOS AIRES,BARRO BRANCO
PE,BUENOS AIRES,BOA FE
PE,BUENOS AIRES,BOA VISTA
PE,BUENOS AIRES,BUENO AIRES
PE,BUENOS AIRES,BUENOS AIRES
PE,BUENOS AIRES,CAJUEIRO
PE,BUENOS AIRES,CANAFISTULA
PE,BUENOS AIRES,CANAL
PE,BUENOS AIRES,CARAUBA TORTA
PE,BUENOS AIRES,CARPINA
PE,BUENOS AIRES,CEMITERIO
PE,BUENOS AIRES,CENTRO
PE,BUENOS AIRES,CHA DE ALEGRIA
PE,BUENOS AIRES,CHA DE CARVAO
PE,BUENOS AIRES,LAGOA DO CARRO
PE,BUENOS AIRES,LAGOA DO OITEIRO
PE,BUENOS AIRES,LOT LANDYS
PE,BUENOS AIRES,LOT N SA DE FATIMA
PE,BUENOS AIRES,LOT SANTA ALICE
PE,BUENOS AIRES,LOT. STO. ANTONIO
PE,BUENOS AIRES,LOTTO SANTA IRACEMA
PE,BUENOS AIRES,LOTTO STA ANA
PE,BUENOS AIRES,MATA VERDE
PE,BUENOS AIRES,MATADOURO
PE,BUENOS AIRES,N SA DE FATIMA
PE,BUENOS AIRES,NAZARE
PE,BUENOS AIRES,OITEIRO
PE,BUENOS AIRES,PROJETADA
PE,BUENOS AIRES,RESIDENCIAL
PE,BUENOS AIRES,RURAL
PE,BUENOS AIRES,SAO LUIS
PE,BUENOS AIRES,SAO LUIZ
PE,BUENOS AIRES,SAO SEBASTIAO
PE,BUENOS AIRES,SITIO
PE,BUENOS AIRES,SITIO ANGELICA
PE,BUENOS AIRES,SITIO LAGOA DO NORTE
PE,BUENOS AIRES,TAMBOABA
PE,BUENOS AIRES,URUBU
PE,BUENOS AIRES,VICENCIA
PE,BUENOS AIRES,VILA
PE,BUENOS AIRES,VILA JOAO T AZEVEDO NAO USAR
PE,BUENOS AIRES,VILA LAGOA DO OITEIRO
PE,BUENOS AIRES,VILA N S BOM PARTO
PE,BUENOS AIRES,VILA N S DE FATIMA
PE,BUENOS AIRES,VILA SAO LUIZ
PE,BUENOS AIRES,ZONA RURAL BUENOS AIRES
PE,BUIQUE,ALTO DA ALEGRIA
PE,BUIQUE,AMARO
PE,BUIQUE,AMARO (RUR)
PE,BUIQUE,BAIXA GRANDE
PE,BUIQUE,BAIXA PRETA
PE,BUIQUE,BARRO
PE,BUIQUE,BARRO PRETO
PE,BUIQUE,BRASILIA
PE,BUIQUE,BUIQUE
PE,BUIQUE,BUIQUE (RUR)
PE,BUIQUE,CABO DO CAMPO
PE,BUIQUE,CABO DO CAMPO (RUR)
PE,BUIQUE,CARNEIRO
PE,BUIQUE,CARNEIRO (RUR)
PE,BUIQUE,CATIMBAU
PE,BUIQUE,CATIMBAU (RUR)
PE,BUIQUE,CENTRO
PE,BUIQUE,CHACARA PADRE CICERO - BU
PE,BUIQUE,CHACARA SAO JOAO
PE,BUIQUE,CHACARA SAO JORGE - BUIQU
PE,BUIQUE,CHAO ROXO - BUIQUE
PE,BUIQUE,COHAB
PE,BUIQUE,COLINAS
PE,BUIQUE,CRUZ
PE,BUIQUE,CRUZ (RUR)
PE,BUIQUE,FAZENDA BARAUNA - BUIQUE
PE,BUIQUE,FAZENDA BARREIRAS - BUIQU
PE,BUIQUE,FAZENDA BATINGA
PE,BUIQUE,FAZENDA BOA VISTA - BUIQU
PE,BUIQUE,FAZENDA BOM JESUS - BUIQU
PE,BUIQUE,FAZENDA BOTIJA
PE,BUIQUE,FAZENDA BRITO - BUIQUE
PE,BUIQUE,FAZENDA CACHOEIRINHA
PE,BUIQUE,FAZENDA CAGADO
PE,BUIQUE,FAZENDA CIGANO - BUIQUE
PE,BUIQUE,FAZENDA DAS GRACAS
PE,BUIQUE,FAZENDA ESPINHO
PE,BUIQUE,FAZENDA EXPEDITO M ALMEID
PE,BUIQUE,FAZENDA FREI DAMIAO - BUI
PE,BUIQUE,FAZENDA IMBAUBA - BUIQUE
PE,BUIQUE,FAZENDA LAGOA DO ESPINHO
PE,BUIQUE,FAZENDA LAVAGEM - BUIQUE
PE,BUIQUE,FAZENDA MOCO
PE,BUIQUE,FAZENDA MOROBO
